vcc 0 0 0 vcc_model vcc_type global_master
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand2/mqp1 826 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand2/mqp2 827 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand3/mqn1 828 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand3/mqn2 829 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand3/mqp1 830 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand3/mqp2 831 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand4/mqn1 832 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand4/mqn2 833 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand4/mqp1 834 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/nand4/mqp2 835 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg1.qna 836 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg1.qpa 837 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg101.qna 838 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg101.qpa 839 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg2.qns 840 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg2.qpsb 841 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg3.qna 842 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg3.qpa 843 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg4.qna 844 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg4.qpa 845 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg5.qns 846 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/mbn01/mg5.qpsb 847 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/inv011/mqn1 848 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/inv011/mqp1 849 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/inv012/mqn1 850 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/inv012/mqp1 851 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mg101.qna 852 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mg101.qpa 853 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mg99.qna 854 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mg99.qpa 855 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgclkdd.qna 856 200 340 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgclkdd.qpa 857 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgclkn.qna 858 200 680 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgclkn.qpa 859 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd1.qnck 860 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd1.qnd 861 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd1.qpckb 862 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd1.qpd 863 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd1n.qna 864 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd1n.qpa 865 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd2.qnck 866 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd2.qnd 867 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd2.qpckb 868 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgd2.qpd 869 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgtd1.qns 870 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgtd1.qpsb 871 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgtd2.qns 872 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[0]/fsn00/mgtd2.qpsb 873 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv00/mqn1 874 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv00/mqp1 875 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv02/mqn1 876 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv02/mqp1 877 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv05/mqn1 878 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv05/mqp1 879 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv06/mqn1 880 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv06/mqp1 881 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv07/mqn1 882 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv07/mqp1 883 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv08/mqn1 884 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv08/mqp1 885 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv09/mqn1 886 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv09/mqp1 887 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand0/mqn1 888 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand0/mqn2 889 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand0/mqn3 890 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand0/mqp1 891 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand0/mqp2 892 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand0/mqp3 893 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand1/mqn1 894 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand1/mqn2 895 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand1/mqp1 896 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand1/mqp2 897 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand2/mqn1 898 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand2/mqn2 899 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand2/mqp1 900 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand2/mqp2 901 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand3/mqn1 902 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand3/mqn2 903 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand3/mqp1 904 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand3/mqp2 905 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand4/mqn1 906 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand4/mqn2 907 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand4/mqp1 908 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/nand4/mqp2 909 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg1.qna 910 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg1.qpa 911 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg101.qna 912 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg101.qpa 913 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg2.qns 914 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg2.qpsb 915 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg3.qna 916 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg3.qpa 917 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg4.qna 918 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg4.qpa 919 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg5.qns 920 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/mbn01/mg5.qpsb 921 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv011/mqn1 922 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv011/mqp1 923 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv012/mqn1 924 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/inv012/mqp1 925 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mg101.qna 926 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mg101.qpa 927 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mg99.qna 928 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mg99.qpa 929 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgclkdd.qna 930 200 340 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgclkdd.qpa 931 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgclkn.qna 932 200 680 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgclkn.qpa 933 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd1.qnck 934 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd1.qnd 935 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd1.qpckb 936 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd1.qpd 937 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd1n.qna 938 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd1n.qpa 939 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd2.qnck 940 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd2.qnd 941 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd2.qpckb 942 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgd2.qpd 943 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgtd1.qns 944 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgtd1.qpsb 945 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgtd2.qns 946 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[1]/fsn00/mgtd2.qpsb 947 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv00/mqn1 948 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv00/mqp1 949 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv02/mqn1 950 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv02/mqp1 951 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv05/mqn1 952 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv05/mqp1 953 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv06/mqn1 954 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv06/mqp1 955 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv07/mqn1 956 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv07/mqp1 957 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv08/mqn1 958 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv08/mqp1 959 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv09/mqn1 960 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv09/mqp1 961 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand0/mqn1 962 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand0/mqn2 963 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand0/mqn3 964 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand0/mqp1 965 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand0/mqp2 966 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand0/mqp3 967 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand1/mqn1 968 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand1/mqn2 969 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand1/mqp1 970 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand1/mqp2 971 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand2/mqn1 972 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand2/mqn2 973 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand2/mqp1 974 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand2/mqp2 975 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand3/mqn1 976 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand3/mqn2 977 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand3/mqp1 978 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand3/mqp2 979 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand4/mqn1 980 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand4/mqn2 981 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand4/mqp1 982 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/nand4/mqp2 983 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg1.qna 984 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg1.qpa 985 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg101.qna 986 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg101.qpa 987 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg2.qns 988 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg2.qpsb 989 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg3.qna 990 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg3.qpa 991 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg4.qna 992 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg4.qpa 993 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg5.qns 994 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/mbn01/mg5.qpsb 995 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv011/mqn1 996 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv011/mqp1 997 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv012/mqn1 998 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/inv012/mqp1 999 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mg101.qna 1000 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mg101.qpa 1001 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mg99.qna 1002 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mg99.qpa 1003 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgclkdd.qna 1004 200 340 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgclkdd.qpa 1005 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgclkn.qna 1006 200 680 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgclkn.qpa 1007 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd1.qnck 1008 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd1.qnd 1009 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd1.qpckb 1010 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd1.qpd 1011 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd1n.qna 1012 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd1n.qpa 1013 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd2.qnck 1014 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd2.qnd 1015 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd2.qpckb 1016 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgd2.qpd 1017 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgtd1.qns 1018 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgtd1.qpsb 1019 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgtd2.qns 1020 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[2]/fsn00/mgtd2.qpsb 1021 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv00/mqn1 1022 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv00/mqp1 1023 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv02/mqn1 1024 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv02/mqp1 1025 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv05/mqn1 1026 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv05/mqp1 1027 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv06/mqn1 1028 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv06/mqp1 1029 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv07/mqn1 1030 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv07/mqp1 1031 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv08/mqn1 1032 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv08/mqp1 1033 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv09/mqn1 1034 200 680 nsvt n ec0inv000al1n02x5
