vcc 0 0 0 vcc_model vcc_type global_master
qpstat[1]/mqp2 286 200 1360 pavt p ip74xddrtgldll_e8xltc422tn2000pa1unx_2x
qnnxxdum[1]/mqn1 287 200 1360 navt n e8xlth4hdnn1200na1unx
qncb0[0]/mqn0 288 200 2040 navt n e8xltp620tn2000na1unx
qncb0[0]/mqn1 289 200 2040 navt n e8xltp620tn2000na1unx
qpb2dg4[0]/mqn2 290 200 1360 pavt p ip74xddrtgldll_e8xltc422tn2000pa1unx_2x
qpb2dg4[0]/mqp0 291 200 1360 pavt p ip74xddrtgldll_e8xltc422tn2000pa1unx_2x
qpb2dg4[0]/mqp1 292 200 1360 pavt p ip74xddrtgldll_e8xltc422tn2000pa1unx_2x
qpb2dg4[0]/mqp2 293 200 1360 pavt p ip74xddrtgldll_e8xltc422tn2000pa1unx_2x
qpbcben0/mqp2 294 200 1360 pavt p e8xltp420tn2000pa1unx
qpbcben0/mqp3 295 200 1360 pavt p e8xltp420tn2000pa1unx
qnbcb0[0]/mqn0 296 200 2040 navt n e8xltp620tn2000na1unx
qnbcb0[0]/mqn1 297 200 2040 navt n e8xltp620tn2000na1unx
qpbcben1/mqp2 298 200 1360 pavt p e8xltp420tn2000pa1unx
qpbcben1/mqp3 299 200 1360 pavt p e8xltp420tn2000pa1unx
qncb0[1]/mqn0 300 200 2040 navt n e8xltp620tn2000na1unx
qncb0[1]/mqn1 301 200 2040 navt n e8xltp620tn2000na1unx
